ZONE,AREA,CLINIC CODE,CLINIC,ADDRESS,POSTAL,TEL,FAX,OPERATING HOURS MON - FRI,SAT,SUN,PUBLIC HOLIDAY,REMARKS
NORTH-EAST,HOUGANG,SGP000598,S. LEE CLINIC,BLK 644 HOUGANG AVENUE 8 #01-265,530644,63861632,63865935,"9.00AM-12.30PM
2.30PM-4.30PM
7.00PM-9.00PM",9.00AM-12.30PM,9.00AM-12.30PM,CLOSED,
NORTH-EAST,HOUGANG,SGP000228,MEDICA CLINIC,BLK 681 HOUGANG AVENUE 8 #01-837,530681,63862187,63879543,"8.30AM-12.00PM,
2.00PM-4.00PM",8.30AM-12.00PM,CLOSED,CLOSED,
NORTH-EAST,HOUGANG,SGP000290,PRIMECARE MEDICAL CLINIC,BLK 681 HOUGANG AVENUE 8 #01-823,530681,63863007,63865529,"8.30AM-12.30PM
2.00PM-4.30PM
7.00PM-9.00PM (CLOSED ON FRI EVENING)",8.30AM-12.30PM,CLOSED,CLOSED,
NORTH-EAST,HOUGANG,SGP000148,HEALTHWAY MEDICAL CLINIC,BLK 684 HOUGANG AVENUE 8 #01-965,530684,63880339,63880337,"9.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.00PM",9.00AM-1.00PM,9.00AM-1.00PM,9.00AM-1.00PM,
NORTH-EAST,HOUGANG,SGP000551,MEDLIFE CLINIC & SURGERY,BLK 684 HOUGANG AVENUE 8 #01-985,530684,63850836,63852463,"9.00AM-3.30PM,
6.30PM-9.30PM",9.00AM-1.00PM,"9.00AM-1.00PM,
7.00PM-9.00PM",9.00AM-1.00PM,
NORTH-EAST,HOUGANG,SGP000448,HOUGANG CENTRAL MEDICAL CLINIC,BLK 804 HOUGANG CENTRAL #01-124,530804,63820405,63820405,"9.00AM-12.30PM,
2.00PM-4.30PM,
7.00PM-9.00PM (CLOSED ON TUE & THU NIGHTS)",9.00AM-12.30PM,CLOSED,CLOSED,
NORTH-EAST,HOUGANG,SGP000747,FAMILY CARE MEDICAL CENTRE PTE LTD,BLK 916 HOUGANG AVENUE 9 #01-08,530916,63855177,63124792,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.30PM-8.30PM (CLOSED ON FRI EVENING)",8.30AM-12.30PM,CLOSED,CLOSED,
NORTH-EAST,HOUGANG,SGP000114,FAMILY HEALTHCARE CLINIC & SURGERY,BLK 151 SERANGOON NORTH AVENUE 2 #01-35,550151,62889557,62889557,"MON-FRI: 8.30AM-
12.00PM, 6.45PM-
9.00PM (CLOSED ON THU & FRI EVENINGS)",CLOSED,CLOSED,CLOSED,
NORTH-EAST,HOUGANG,SGP000044,CHEN FAMILY CLINIC,BLK 153 SERANGOON NORTH AVENUE 1 #01-490,550153,62812212,62813309,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.30PM-9.00PM (CLOSED ON WED-FRI EVENING)",8.30AM-1.00PM,8.30AM-1.00PM,CLOSED,
NORTH-EAST,HOUGANG,SGP000698,THE FAMILY PHYSICIAN CLINIC,BLK 542B SERANGOON NORTH AVE 3 #01-02,552542,65551828,65551829,"8.30AM-4.00PM,
6.00PM-10.00PM",9.00AM-1.00PM,9.00AM-1.00PM,CLOSED,
NORTH-EAST,HOUGANG,SGP000181,K P TAN MEDICAL CLINIC,BLK 811 HOUGANG CENTRAL #01-192,530811,63823673,63856483,"8.30AM-12.30PM
2.00PM-4.30PM
6.30PM-8.30PM",8.30AM-12.30PM,CLOSED,CLOSED,"Closed on Wed.
Remarks: Clinic very crowded"
NORTH-EAST,HOUGANG,SGP000437,W.P. SIM FAMILY CLINIC & SURGERY,BLK 153 SERANGOON NORTH AVENUE 1 #01-548,550153,62889924,62824332,"8.30AM-12.30PM,
2.00PM-3.30PM,
7.00PM-9.30PM",9.00AM-12.00PM,CLOSED,CLOSED,"LAST REGISTRATION
IS 15MINS BEFORE CLOSING TIME."
NORTH-EAST,HOUGANG,SGP000713,ONECARE CLINIC HOUGANG PTE LTD,104 HOUGANG AVENUE 1 #01-1125,530104,65250325,65250396,"8.00AM-4.00PM,
5.00PM-10.00PM",8.00AM-10.00PM,8.00AM-10.00PM,8.00AM-10.00PM,"LAST REGISTRATION
IS 30MINS BEFORE CLOSING TIME."
NORTH-EAST,HOUGANG,SGP000082,DRS LIM & CHAN CLINIC (HOUGANG),BLK 106 HOUGANG AVENUE 1 #01-1235,530106,62800990,62801973,"8.30AM-12.30PM,
2.00PM-5.00PM (CLOSED ON TUE/WED AFTERNOON), 7.00PM- 9.00PM (CLOSED ON THU/FRI EVENING)",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
EAST,JOO CHIAT,SGP000062,DAYSPRING MEDICAL CLINIC (HAIG ROAD),30 HAIG ROAD,438737,68469979,67423453,"9.00AM-3.00PM,
6.00PM-9.00PM (CLOSED ON FRI & SAT NIGHT)",9.00AM-1.00PM,6.00PM-9.00PM,CLOSED,
WEST,JURONG EAST,SGP000482,E J TAN CLINIC & SURGERY,BLK 104 JURONG EAST STREET 13 #01-100,600104,65606600,65630108,"8.30AM-12.30PM
2.00PM-4.00PM
7.00PM-9.30PM","8.30AM-12.30PM
7.00PM-9.00PM",7.00PM-9.00PM,CLOSED,
WEST,JURONG EAST,SGP000443,TRINITY MEDICAL CLINIC,BLK 130 JURONG GATEWAY ROAD #02-205/207,600130,65607088,65665067,"9.00AM-12.30PM
2.00PM-4.00PM
6.00PM-9.00PM",9.00AM-12.30PM,9.00AM-12.30PM,9.00AM-12.30PM,
WEST,JURONG EAST,SGP000416,WU CLINIC & SURGERY,BLK 249 JURONG EAST STREET 24 #01-78,600249,65611672,65611672,"8.30AM-12.30PM,
2.00PM-5.00PM",8.30AM-12.00PM,CLOSED,CLOSED,
WEST,JURONG EAST,SGP000700,BEWELL CLINIC @ DORM PTE LTD,28 WESTLITE DORMITORY MEZZANINE FLOOR TOH GUAN ROAD EAST,608596,65656338,65153105,"8.30AM-12.30PM,
2.00PM-4.00PM,
6.30PM-8.30PM",CLOSED,CLOSED,CLOSED,
WEST,JURONG EAST,SGP000320,SUMMIT MEDICAL CLINIC,BLK 134 JURONG GATEWAY ROAD #01-307,600134,65673003,65673003,"MON/TUE/WED/FRI: 9.00AM-12.00PM,
2.00PM-5.00PM,
7.00PM-11.00PM (TUE NIGHT CLOSED) THU: 2.00PM-5.00PM,
7.00PM-11.00PM",9.00AM-12.00PM,CLOSED,CLOSED,LAST REGISTRATION IS 15MINS BEFORE CLOSING .
WEST,JURONG WEST,SGP000418,HISEMAINN MEDICAL CLINIC (JURONG WEST),BLK 276 JURONG WEST STREET 25 #01-06,640276,67958990,67939134,"8.30AM-3.30PM,
6.30PM-9.30PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
WEST,JURONG WEST,SGP000348,THE DOCTOR'S CLINIC,BLK 429 JURONG WEST AVENUE 1 #01-318,640429,65669901,,"8.30AM-12.30PM,
2.30PM-4.30PM,
7.00PM-9.00PM
(CLOSED ON WED NIGHT)",9.00AM-12.00PM,CLOSED,CLOSED,
WEST,JURONG WEST,SGP000630,SHINE FAMILY CLINIC,BLK 463 JURONG WEST STREET 41 #01-560,640463,65637934,65643048,"8.30AM-1.00PM,
2.00PM-5.00PM,
5.30PM-8.30PM (ONLY ON TUE EVENING)",CLOSED,CLOSED,CLOSED,
WEST,JURONG WEST,SGP000678,CENTRAL 24-HR CLINIC (JURONG WEST),BLK 492 JURONG WEST STREET 41 #01-54,640492,65657484,65657784,24-HOURS,24-HOURS,24-HOURS,24-HOURS,
WEST,JURONG WEST,SGP000633,CARING FAMILY CLINIC,BLK 501 JURONG WEST STREET 51 #01-271,640501,65645677,65692776,"8.30AM-12.00PM,
1.00PM-5.00PM",8.30AM-1.00PM,CLOSED,CLOSED,
WEST,JURONG WEST,SGP000476,ICON MEDICAL CLINIC,BLK 517 JURONG WEST STREET 52 #01-101,640517,65600521,65691075,"8.30AM-1.45PM,
6.00PM-8.45PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
WEST,JURONG WEST,SGP000728,TAYKA MEDICAL FAMILY CLINIC (JURONG WEST),BLK 526 JURONG WEST STREET 52 #01-323,640526,65645528,65649678,"9.00AM-12.00PM,
2.00PM-4.00PM,
7.00PM-9.00PM",9.00AM-12.00PM,CLOSED,CLOSED,
WEST,JURONG WEST,SGP000533,PIONEER MEDICAL CENTRE PTE LTD,BLK 651 JURONG WEST STREET 61 #01-06,640651,67907668,67907228,"MON/TUE: 8.00AM-
2.30PM, 6.30PM-
10.00PM  WED:
8.00AM-12.00PM,
3.00PM-5.30PM,
6.30PM-10.30PM THU/FRI: 8.00AM- 12.00PM, 2.30PM-
4.30PM, 6.30PM-
10.00PM",8.00AM-12.00PM,"8.00AM-12.00PM,
7.00PM-10.00PM",CLOSED,
WEST,JURONG WEST,SGP000638,ONE MEDICAL CLINIC,BLK 728 JURONG WEST AVENUE 5 #01-K1,640728,67922143,67925793,"8.30AM-2.00PM,
6.00PM-9.00PM",9.00AM-12.30PM,CLOSED,CLOSED,
WEST,JURONG WEST,SGP000254,NANYANG CENTRE CLINIC,BLK 959 JURONG WEST STREET 92 #01-162,640959,67910962,67926005,"8.30AM-12.30PM,
2.00PM-4.30PM,
7.00PM-9.00PM (CLOSED ON FRI NIGHT)",8.30AM-12.00PM,8.30AM-12.00PM,8.30AM-12.00PM,
WEST,JURONG WEST,SGP000672,JURONG DAY & NIGHT CLINIC PTE LTD,BLK 966 JURONG WEST STREET 93 #01-219,640966,67922257,,"9.00AM-12.30PM,
6.30PM-9.00PM (FRIDAY EVENING CLOSED AT 8.30PM)",9.30AM-12.00PM,6.30PM-8.30PM,6.30PM-8.30PM,
WEST,JURONG WEST,SGP000513,POINT MEDICAL GROUP (JURONG POINT),1 JURONG POINT JURONG WEST CENTRAL 2 #B1-20A,648886,67922370,67924781,"8.30AM-12.30PM,
2.00PM-5.30PM,
6.30PM-8.30PM","8.30AM-12.30PM,
2.00PM-5.00PM",CLOSED,CLOSED,"LAST REGISTRATION
30 MINS BEFORE CLOSING TIME."
WEST,JURONG WEST,SGP000218,LOI + WONG CLINIC & SURGERY,BLK 492 JURONG WEST STREET 41 #01-08,640492,65626676,65626676,"8.30AM-12.30PM,
2.00PM-4.00PM,
7.00PM-9.30PM",8.30AM-12.30PM,8.30AM-12.30PM,CALL TO FIND OUT OPERATING HOURS,"LAST REGISTRATION
IS 15 MINS BEFORE CLOSING."
WEST,JURONG WEST,SGP000685,GJ MEDICAL CLINIC (JURONG POINT),1 JURONG POINT SHOPPING CENTRE JURONG WEST CENTRAL 2 #B1A-19A,648886,67958658,67958659,"9.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.00PM (CLOSED ON THU & FRI NIGHT)",CLOSED,2.00PM-6.00PM,CLOSED,LAST REGISTRATION IS 15MINS BEFORE CLOSING TIME
WEST,JURONG WEST,SGP000084,"DRS OH, LIM, WONG AND PARTNERS",BLK 959 JURONG WEST STREET 92 #01-154,640959,67913988,67918802,"MON/WED/THU:
8.30AM-8.30PM TUE/FRI: 8.30AM- 5.00PM",9.00AM-12.00PM,CLOSED,CLOSED,LAST REGISTRATION IS 15MINS BEFORE CLOSING TIME.
WEST,JURONG WEST,SGP000543,JURPOINT MEDICARE CLINIC,1 JURONG POINT JURONG WEST CENTRAL 2 #B1A-20B,648886,67940070,68623629,"8.30AM-11.30AM,
2.00PM-4.30PM",8.30AM-10.30AM,CLOSED,CLOSED,"LAST REGISTRATION
IS ONE HOUR BEFORE CLOSING."
WEST,JURONG WEST,SGP000090,"FULLERTON HEALTHCARE GROUP @ DRS TRYTHALL HOY DAVIES, JURONG POINT",1 JURONG POINT JURONG WEST CENTRAL 2 #B1A-19B,648886,67930611,67931393,"8.30AM-12.30PM
2.00PM-6.00PM",8.30AM-1.00PM,CLOSED,CLOSED,"Patient to arrive at
clinic at least 30 mins before closing"
CENTRAL-EAST,KALLANG,SGP000220,LOW MEDICAL CLINIC,BLK 67 KALLANG BAHRU #01-447,330067,62950805,62977792,"8.00AM-3.00PM,
6.30PM-8.00PM (CLOSED ON TUE, WED
& FRI NIGHTS)",8.00AM-11.00PM,CLOSED,CLOSED,
CENTRAL-EAST,KALLANG,SGP000711,THE CLINIC @ APERIA,12 THE APERIA KALLANG AVENUE #03-15,339511,63416892,63416892,"8.30AM-1.00PM,
2.00PM-5.30PM",8.30AM-12.30PM,CLOSED,CLOSED,
CENTRAL-EAST,KALLANG,SGP000049,CHOONG'S CLINIC (21),BLK 21 OLD AIRPORT ROAD #01-97,390021,63442400,63442400,"8.00AM-11.00AM,
2.30PM-3.30PM,
7.00PM-8.30PM",8.30AM-11.30AM,8.30AM-11.30AM,8.30AM-11.30AM,
CENTRAL-EAST,KALLANG,SGP000762,NORTHEAST MEDICAL GROUP,BLK 39 JALAN TIGA #01-01,390039,62413298,62413219,"MON: 8.00AM-1.00PM, 2.00PM-6.00PM,
7.00PM-10.30PM  TUE- FRI: 8.00AM-1.00PM, 2.00PM-5.00PM,
6.00PM-10.30PM","8.00AM-1.00PM,
6.00PM-10.30PM","8.00AM-1.00PM,
2.00PM-7.00PM",8.00AM-1.00PM,
CENTRAL-EAST,KALLANG,SGP000420,SPRING MEDICAL CLINIC (OLD AIRPORT ROAD),BLK 39 PINE GREEN JALAN TIGA #01-03,390039,62477077,62479385,"9.00AM-3.00PM,
6.30PM-9.30PM (CLOSED ON FRI NIGHT)",9.00AM-12.30PM,CLOSED,CLOSED,LAST REGISTRATION 15 MINS BEFORE CLOSING TIME.
CENTRAL-EAST,KALLANG,SGP000582,THE BALMORAL CLINIC @ LEISURE PARK,5 LEISURE PARK KALLANG STADIUM WALK #02-21,397693,63452202,62423293,"9.30AM-12.30PM,
2.30PM-5.00PM",10.00AM-12.30PM,CLOSED,CLOSED,PLEASE CALL FOR APPOINTMENTS.
EAST,KATONG,SGP000038,CHAN FAMILY CLINIC,"865 KATONG SHOPPING CENTRE MOUNTBATTEN ROAD
#02-81H",437844,63454683,,9.00AM-3.45PM,9.00AM-12.30PM,CLOSED,CLOSED,
CENTRAL-EAST,KEMBANGAN,SGP000153,HEALTHWAY MEDICAL CLINIC,BLK 110 LENGKONG TIGA #01-231,410110,67494062,67476487,"8.30AM-1.00PM,
2.00PM-5.00PM,
6.30PM-9.00PM (CLOSED ON FRIDAY NIGHTS)",8.30AM-12.30PM,9.00AM-12.30PM,9.00AM-12.30PM,
CENTRAL-EAST,LAVENDER,SGP000342,TEXTILE CENTRE CLINIC,200 TEXTILE CENTRE JALAN SULTAN #03-32,199018,62982400,62917933,"9.00AM-12.00PM,
2.00PM-4.30PM",CLOSED,CLOSED,CLOSED,
CENTRAL-EAST,LAVENDER,SGP000749,KING GEORGE'S MEDICAL CLINIC PTE LTD,BLK 803 KING GEORGE'S AVENUE #01-144,200803,62939883,62954782,"8.30AM-12.30PM,
2.00PM-4.30PM (TUE & WED ONLY), 6.00PM- 8.00PM (THUR ONLY)",8.30AM-12.30PM,CLOSED,CLOSED,
CENTRAL-EAST,LAVENDER,SGP000668,TRINITY MEDIPLUS (LAVENDER),304 LAVENDER STREET,338812,62995457,,"8.30AM-1.00PM,
2.00PM-5.00PM",8.30AM-12.00PM,CLOSED,CLOSED,
CENTRAL,LITTLE INDIA,SGP000737,TAYKA MEDICAL,29A DESKER ROAD,209562,63924473,63924593,10.00AM-10.00PM,10.00AM-10.00PM,10.00AM-10.00PM,10.00AM-10.00PM,
CENTRAL,LITTLE INDIA,SGP000535,CARE FAMILY CLINIC,BLK 663 BUFFALO ROAD #01-12,210663,62995868,62995869,"8.30AM-12.30PM,
1.30PM-4.00PM,
6.00PM-9.00PM (CLOSED ON FRI NIGHTS)",8.30AM-12.30PM,1.00PM-6.00PM,8.30AM-12.30PM,
CENTRAL,LITTLE INDIA,SGP000439,APOLLO MEDICAL CENTRE,BLK 668 CHANDER ROAD #01-24,210668,62962777,62964348,"8.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.30PM","8.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.30PM","10.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.30PM","10.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.30PM","CLINIC DOES NOT
CARRY PEDIATRIC MEDICINES FOR CHILDREN BELOW 12 YEARS OLD."
CENTRAL-EAST,MACPHERSON,SGP000204,LIFECARE MEDICAL CENTRE,BLK 36 CIRCUIT ROAD #01-416,370036,67461533,67461533,"8.30AM-3.00PM,
6.30PM-9.00PM",8.30AM-12.00PM,CLOSED,CLOSED,
CENTRAL-EAST,MACPHERSON,SGP000715,ACCESS MEDICAL (CIRCUIT ROAD),88 CIRCUIT ROAD #01-965,370088,65478840,65478842,"7.00AM-1.00PM,
6.00PM-12.00AM","7.00AM-1.00PM,
6.00PM-12.00AM","7.00AM-1.00PM,
6.00PM-12.00AM","7.00AM-1.00PM,
6.00PM-12.00AM",
SOUTH,MARINA BAY,SGP000550,CLINIC @ THE SAIL,"2 THE SAIL @ MARINA BAY MARINA BOULEVARD #B1-
11/12",018987,62255410,62255910,"8.00AM-1.00PM,
2.00PM-5.00PM",8.30AM-12.00PM,CLOSED,CLOSED,
EAST,MARINE PARADE,SGP000115,FAMILY MEDICINE CLINIC,BLK 58 MARINE TERRACE #01-65,440058,64491606,64491606,"MON-FRI: 9.00AM-
12.30PM  MON-THU:
2.30PM-4.30PM  MON
& WED: 7.00PM- 9.00PM",9.00AM-12.30PM,CLOSED,CLOSED,
EAST,MARINE PARADE,SGP000768,ACCESS MEDICAL (MARINE TERRACE),BLK 58 MARINE TERRACE #01-61,440058,62415208,62415127,"7.00AM-1.00PM,
6.00PM-12.000MN","7.00AM-1.00PM,
6.00PM-12.000MN","7.00AM-1.00PM,
6.00PM-12.000MN","7.00AM-1.00PM,
6.00PM-12.000MN",
EAST,MARINE PARADE,SGP000397,MEDILINE WEI MIN CLINIC (MARINE PARADE),BLK 81 MARINE PARADE CENTRAL #01-634,440081,62479221,62479392,7.00AM-12.00AM,7.00AM-12.00AM,7.00AM-12.00AM,7.00AM-12.00AM,
EAST,MARINE PARADE,SGP000652,TRINITY MEDICAL CENTRE (MARINE PARADE),87 MARINE PARADE CENTRAL #02-500A,440087,63440027,63480683,"8.30AM-12.30PM,
2.00PM-5.00PM,
6.00PM-9.00PM","8.30AM-12.30PM,
2.00PM-5.00PM","8.30AM-12.30PM,
2.00PM-5.00PM",CLOSED,
EAST,MARINE PARADE,SGP000226,MARINE PARADE CLINIC,BLK 59 MARINE TERRACE #01-81,440059,62419065,64434549,"9.00AM-12.30PM
2.30PM-4.30PM
7.00PM-8.30PM",9.00AM-12.30PM,9.00AM-12.30PM,CLOSED,Closed on Fri nights
CITY,NORTH BRIDGE ROAD,SGP000414,DRS SINGH & PARTNERS (RAFFLES CITY),252 RAFFLES CITY SHOPPING CENTRE NORTH BRIDGE ROAD #02-16,179103,63388883,63383565,"9.00AM-1.00PM
2.00PM-5.00PM",9.00AM-12.30PM,CLOSED,CLOSED,"PATIENT TO ARRIVE
AT CLINIC AT LEAST 30MINS BEFORE CLOSING."
CENTRAL,NOVENA,SGP000628,MHC MEDICAL CENTRE (NOVENA),10 SQUARE 2 SINARAN DRIVE #09-10,307506,63976568,63976578,"8.30AM-12.30PM,
1.30PM-4.30PM",CLOSED,CLOSED,CLOSED,
CENTRAL,NOVENA,SGP000364,THE RAFFLESIAN CLINIC & SURGERY,10 SQUARE 2 SINARAN DRIVE #11-06,307506,63382740,63386840,"MON-FRI: 9.00AM- 12.00PM, 2.00PM-
4.00PM",10.00AM-2.00PM (FOR AESTHETICS PATIENTS ONLY),CLOSED,CLOSED,"PLEASE MAKE AN
APPOINTMENT BEFORE VISIT. PATIENT TO ARRIVE AT LEAST 15MINS BEFORE CLOSING."
,ORCHARD,SGP000769,ACMS MEDICAL CLINIC,1 ORCHARD BUILDING GRANGE ROAD #06-06,239693,62625052,62625022,"9.00AM-12.30PM,
2.00PM-4.30PM",9.00AM-12.00PM,CLOSED,CLOSED,
CENTRAL,ORCHARD,SGP000723,DR TAN & PARTNERS @ SCOTTS,9 PACIFIC PLAZA SCOTTS ROAD #06-06,228210,66942348,66942358,"MON/WED/FRI:
8.00AM-9.00PM  TUES
& THURS: 8.00AM- 5.00PM",8.00AM-1.00PM,CLOSED,CLOSED,
CENTRAL,ORCHARD,SGP000011,ATRIA MEDICAL CLINIC,"290 PARAGON MEDICAL TOWER, LIFT LOBBY 1 ORCHARD ROAD #12-01",238859,67341433,67362866,"9.30AM-12.30PM,
2.15PM-4.30PM",9.30AM-12.30PM,CLOSED,CLOSED,
CENTRAL,ORCHARD,SGP000289,PRIME MEDICAL GROUP PTE LTD,290 PARAGON ORCHARD ROAD #09-11/12,238859,67328096,67375841,8.30AM-5.00PM,8.30AM-1.00PM,CLOSED,CLOSED,
CENTRAL,ORCHARD,SGP000070,HEALTHSPRINGS MEDICAL ASSOCIATES,541 LIAT TOWERS ORCHARD ROAD #10-02,238881,67345260,67371960,"9.00AM-1.00PM,
2.00PM-5.00PM",9.00AM-1.00PM,CLOSED,CLOSED,
CENTRAL,ORCHARD,SGP000259,NEWCASTLE CLINIC PTE LTD,541 LIAT TOWERS ORCHARD ROAD #18-02A,238881,67362322,67389186,"9.00AM-1.00PM,
2.00PM-5.30PM",9.00AM-1.00PM,CLOSED,CLOSED,
CENTRAL,ORCHARD,SGP000187,KILLINEY MEDICAL CLINIC,61 KILLINEY ROAD,239522,67362998,67362868,"9.00AM-1.00PM,
2.00PM-7.00PM",9.00AM-1.00PM,4.00PM-7.00PM,CLOSED,
CENTRAL,ORCHARD,SGP000741,DR TAN & PARTNERS @ SOMERSET,1 ORCHARD BUILDING GRANGE ROAD #10-08,239693,62620762,62620766,"9.00AM-1.00PM,
2.00PM-5.30PM",9.00AM-1.00PM,CLOSED,CLOSED,
CENTRAL,ORCHARD,SGP000048,CHONG'S MEDICAL CENTRE,190 SINGAPORE SHOPPING CENTRE CLEMENCEAU AVENUE #01-29/30,239924,63383297,63325629,"9.00AM-12.30PM
2.00PM-5.00PM",9.00AM-12.30PM,CLOSED,CLOSED,
CENTRAL,ORCHARD,SGP000068,GP HEALTH CARE PTE LTD,5 CUPPAGE PLAZA KOEK ROAD #01-23,228796,67336060,67385273,"9.00AM-1.00PM,
2.00PM-5.30PM",9.00AM-1.00PM,CLOSED,CLOSED,"CUT OFF HALF HOUR
BEFORE CLOSING TIME."
CENTRAL,ORCHARD,SGP000077,DRS FERNANDEZ & PARTNERS,9 PARK MALL PENANG ROAD #07-06,238459,63380686,63347391,"9.00AM-1.00PM
2.00PM-5.00PM",9.00AM-1.00PM,CLOSED,CLOSED,Patient to arrive at clinic at least 30mins before closing
CENTRAL,ORCHARD,SGP000291,PRIMEHEALTH MEDICAL GROUP PTE LTD,81 UE SQUARE CLEMENCEAU AVENUE #03-22,239917,67344666,67345663,"9.00AM-12.30PM,
2.30PM-5.30PM",9.00AM-12.30PM,CLOSED,CLOSED,"PATIENT TO ARRIVE
AT LEAST 15MINS BEFORE CLOSING."
CENTRAL,ORCHARD,SGP000092,"FULLERTON HEALTHCARE GROUP @ DRS TRYTHALL HOY DAVIES, NGEE ANN CITY",391B NGEE ANN CITY TOWER B ORCHARD ROAD #25-07,238874,68365242,,"8.30AM-1.00PM
2.00PM-5.30PM",8.30AM-1.00PM,CLOSED,CLOSED,"Patient to arrive at
least 30mins before closing"
SOUTH-WEST,PASIR PANJANG,SGP000772,THE CLINIC @ BUSINESS CITY,"20 MAPLETREE BUSINESS CITY PASIR PANJANG ROAD #02-
26",117439,63846851,63846852,"8.30AM-1.00PM,
2.00PM-6.00PM",CLOSED,CLOSED,CLOSED,
EAST,PASIR RIS,SGP000221,LOYANG MEDICAL CENTRE,BOX 5142 LOYANG OFFSHORE SUPPLY BASE LOYANG CRESCENT,508988,65431690,65422528,"8.30AM-1.00PM
2.00PM-5.00PM",9.00AM-12.00PM,CLOSED,CLOSED,
EAST,PASIR RIS,SGP000214,LILY AW PASIR RIS FAMILY CLINIC & SURGERY,BLK 446 PASIR RIS DRIVE 6 #01-116,510446,65822122,65842378,"8.30AM-12.30PM
2.00PM-4.30PM
6.00PM-9.00PM","8.30AM-12.30PM
6.00PM-9.00PM",8.30AM-12.30PM,8.30AM-12.30PM,
EAST,PASIR RIS,SGP000147,HEALTHWAY MEDICAL CLINIC,BLK 625 ELIAS MALL ELIAS ROAD #01-322,510625,65846822,65846883,"8.30AM-5.00PM,
6.30PM-9.30PM",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,
EAST,PASIR RIS,SGP000555,HEALTHMARK CLINIC (PASIR RIS),BLK 735 PASIR RIS STREET 72 #01-314,510735,65827823,65827055,"8.30AM-1.00PM,
2.00PM-5.00PM,
6.30PM-9.30PM (CLOSED MON/WED/FRI AFTERNOON & TUE/FRI NIGHT)",8.30AM-12.00PM,8.30AM-12.00PM,CLOSED,
EAST,PASIR RIS,SGP000061,DAYSPRING MEDICAL CLINIC (PASIR RIS),1 WHITE SANDS PASIR RIS CENTRAL STREET 3 #05-09,518457,65850123,65850103,"9.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.00PM",9.00AM-1.00PM,9.00AM-1.00PM,CLOSED,
EAST,PASIR RIS,SGP000279,PARAGON MEDICAL CENTRE PTE LTD,BLK 258 LOYANG POINT PASIR RIS STREET 21 #02-323,510258,65833693,65833693,"9.00AM-1.00PM,
2.00PM-4.00PM,
6.30PM-9.00PM",9.00AM-1.00PM,APPOINTMENTS ONLY,APPOINTMENTS ONLY,"- LAST REGISTRATION IS 30MINS BEFORE CLOSING TIME.
- TEMPORARY CLOSURE FROM 16
APRIL 2016 TILL FURTHER NOTICE DUE TO MAJOR RENOVATION WORKS. INCONVENIENCE REGRETTED."
EAST,PASIR RIS,SGP000274,OXFORD MEDICAL CENTRE,BLK 735 PASIR RIS WEST PLAZA PASIR RIS STREET 72 #02- 330,510735,65851496,65851496,"8.30AM-12.30PM,
7.00PM-9.30PM",8.30AM-12.30PM,CLOSED,CLOSED,
EAST,PASIR RIS,SGP000270,OEI FAMILY CLINIC,BLK 625 ELIAS MALL ELIAS ROAD #02-316,510625,65810800,65830362,"MON/TUE/THU:
9.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-8.30PM WED/FRI: 9.00AM- 1.00PM, 2.00PM-
4.00PM","9.00AM-1.00PM,
2.00PM-4.00PM",CLOSED,CLOSED,
CENTRAL-EAST,PAYA LEBAR,SGP000701,PHOENIX MEDICAL GROUP (PAYA LEBAR),60 PAYA LEBAR SQUARE PAYA LEBAR ROAD #02-09,409051,67022940,67022941,"9.00AM-1.00PM,
2.00PM-5.30PM",9.00AM-1.00PM,CLOSED,CLOSED,
CENTRAL-EAST,PAYA LEBAR,SGP000531,TAI SENG CLINIC,137 UPPER PAYA LEBAR ROAD,534844,62882434,62882434,"8.30AM-12.30PM,
2.00PM-4.30PM","8.30AM-12.30PM,
2.00PM-4.00PM",8.30AM-11.30AM,8.30AM-11.00AM,
CENTRAL-EAST,PAYA LEBAR,SGP000194,KONG KIAN CLINIC,187 UPPER PAYA LEBAR ROAD,534869,62887101,62887101,"8.30AM-12.30PM,
2.00PM-5.00PM",8.30AM-12.30PM,9.00AM-12.00PM,9.00AM-12.00PM,
CENTRAL-EAST,PAYA LEBAR,SGP000315,ST HEALTHCARE PTE LTD,492 PAYA LEBAR AIRBASE AIRPORT ROAD,539945,64880621,62855113,8.00AM-5.00PM,8.00AM-12.00PM,CLOSED,CLOSED,
